code_jeu;titre;doi;citation;titre_licence;url_licence;date de début (JJ/MM/YYYY);date de fin (JJ/MM/YYYY)
bdz-hydrocarto-piezo;;10.1594/PANGAEA.905827;Rosset, Thomas (2019): High frequency hydrological monitoring in Bernadouze mountainous peatlands. PANGAEA, https://doi.org/10.1594/PANGAEA.905827, In: Rosset, T (2019): High frequency biogeochemical and hydrological monitoring in two mountainous peatlands. PANGAEA, https://doi.org/10.1594/PANGAEA.905838;Creative Commons Attribution 4.0 International;https://creativecommons.org/licenses/by/4.0/;01/09/2015;01/01/2019
