"site";"lgt";"ec1";"";"";"";""
"theme";"ges";"";"";"";"";""
"frequence";"semi-horaire";"";"";"";"";""
"date de debut";"20/01/2017";"";"";"";"";""
"date de fin";"31/12/2017";"";"";"";"";""
"commentaire";"Flux 2017 de FR-LGt v1";"";"";"";"";""
"";"";"";"";"";"";""
"";"";"";"";"";"";""
"date";"time";"FC";"H";"ETR";"LE";"FCH4"
"";"";"";"";"";"";""
"28/05/2017";"23:30";"3.0555";"-0.68044";"0.000671739204420996";"1.2654";""
"29/05/2017";"00:00";"1.6002";"-0.1736";"0.00106138824057417";"1.9189";""
"29/05/2017";"00:30";"5.444";"-11.162";"-0.00237229424479772";"2.0101";""
"29/05/2017";"01:00";"5.359";"-14.49";"0.00386021235510834";"0.87566";""
"29/05/2017";"01:30";"5.7615";"-15.753";"-0.00128065935544972";"0.51821";""
"29/05/2017";"02:00";"9.6999";"-11.525";"0.000385998580437556";"0.61963";""
"29/05/2017";"02:30";"9.6999";"-8.631";"-0.0016944320142935";"0.36969";""
"29/05/2017";"03:00";"9.6999";"-3.4251";"-0.00539865637490425";"-0.066243";""
"29/05/2017";"03:30";"7.961";"-2.4837";"-0.000273542380074032";"-2.2774";""
"29/05/2017";"04:00";"4.4927";"-2.5724";"0.00146624591561541";"-1.1782";""
"29/05/2017";"04:30";"3.7571";"-2.5724";"-0.001832837918962";"-0.61457";""
"29/05/2017";"05:00";"3.2531";"0.0086945";"-0.000331962754011175";"-0.0081407";""
"29/05/2017";"05:30";"3.0578";"0.14197";"-0.0144007431579425";"1.4409";""
"29/05/2017";"06:00";"2.8065";"0.14197";"-0.0782538936812343";"2.2308";""
"29/05/2017";"06:30";"2.1596";"-1.2688";"0.0397653119119623";"2.5334";""
"29/05/2017";"07:00";"4.2106";"-1.2688";"0.133803009844659";"3.0191";""
"29/05/2017";"07:30";"1.158";"43.822";"0.186499928784899";"3.3198";""
"29/05/2017";"08:00";"-0.46479";"121.99";"0.222626437556839";"5.2753";""
"29/05/2017";"08:30";"-1.8946";"149.32";"0.218206324273672";"72.805";""
"29/05/2017";"09:00";"-3.7104";"180.4";"0.231914802682051";"111.11";""
"29/05/2017";"09:30";"-2.7108";"199.93";"0.248035665065945";"127.6";""
"29/05/2017";"10:00";"-4.1405";"224.29";"0.25292101527704";"121.14";""
"29/05/2017";"10:30";"-2.6735";"224.29";"0.196042361753403";"121.14";""
"29/05/2017";"11:00";"-2.7124";"255.82";"0.272399466471355";"184.24";""
"29/05/2017";"11:30";"-2.754";"173.77";"0.24345340773997";"87.98";""
"29/05/2017";"12:00";"-3.3415";"173.77";"0.308528809776826";"87.98";""
"29/05/2017";"12:30";"-2.5279";"155.8";"0.201509108766452";"32.047";""
"29/05/2017";"13:00";"-3.1854";"143.77";"0.254711402288695";"80.965";""
"29/05/2017";"13:30";"-4.1757";"129.67";"0.242427629497086";"86.449";""
"29/05/2017";"14:00";"-2.7812";"126.55";"0.199194756491407";"114.95";""
"29/05/2017";"14:30";"-3.0109";"114.66";"0.178323834327956";"100.84";""
"29/05/2017";"15:00";"-1.9499";"114.66";"0.191572040724888";"100.84";""
"29/05/2017";"15:30";"-1.1809";"80.968";"0.105492722110312";"94.717";""
"29/05/2017";"16:00";"1.0047";"95.894";"0.0741887183286988";"101.27";""
"29/05/2017";"16:30";"-0.7673";"11.291";"0.0973501031718365";"33.413";""
"29/05/2017";"17:00";"0.61162";"4.0013";"0.0446306165135823";"26.321";""
"29/05/2017";"17:30";"1.8173";"4.1126";"0.0345452902139214";"22.853";""
"29/05/2017";"18:00";"1.4337";"1.8143";"0.0376874853276069";"22.853";""
"29/05/2017";"18:30";"1.0022";"-0.48405";"0.0254306801467422";"5.5437";""
"29/05/2017";"19:00";"2.9425";"-7.8419";"0.0251628552897289";"3.7906";""
"29/05/2017";"19:30";"3.8233";"-15.2";"0.0106259180800182";"7.2318";""
"29/05/2017";"20:00";"3.3829";"-5.4734";"0.00281354220990501";"0.18608";""
"29/05/2017";"20:30";"5.932";"-5.4734";"-0.000214753669866527";"0.18608";""
"29/05/2017";"21:00";"5.6391";"-1.9696";"-0.000703294837123822";"-2.0202";""
"29/05/2017";"21:30";"5.3281";"-1.8788";"0.000795335653415205";"-1.3842";""
"29/05/2017";"22:00";"4.4327";"-2.0465";"0.000094353905370864";"-2.026";""
"29/05/2017";"22:30";"4.3325";"-2.0465";"0.00153315416653776";"3.1326";""
"29/05/2017";"23:00";"3.1543";"-1.6279";"0.00169707919669425";"3.9691";""
"29/05/2017";"23:30";"3.3182";"-0.68044";"0.00174139610601683";"5.5011";""
"30/05/2017";"00:00";"3.006";"-0.1736";"-0.000157231525074922";"6.6096";""
"30/05/2017";"00:30";"3.346";"-11.162";"-0.0000579394699564631";"6.4848";""
"30/05/2017";"01:00";"3.2601";"-14.49";"0.00205836167365092";"1.7079";""
"30/05/2017";"01:30";"5.58";"-15.753";"0.000452718979806378";"0.13437";""
"30/05/2017";"02:00";"5.4406";"-11.525";"0.00125233061462191";"0.61705";""
"30/05/2017";"02:30";"5.5247";"-8.631";"0.000721478503789604";"0.67756";""
"30/05/2017";"03:00";"5.415";"-3.4251";"0.000926756585301221";"-0.47549";""
"30/05/2017";"03:30";"5.223";"-2.4837";"0.000953019788691076";"-2.2774";""
"30/05/2017";"04:00";"4.4927";"-0.25787";"-0.00942060345134228";"-6.4327";""
"30/05/2017";"04:30";"4.4831";"-2.5724";"0.00275113550727072";"1.8778";""
"30/05/2017";"05:00";"4.5023";"-4.8869";"0.00149548282806381";"1.0202";""
"30/05/2017";"05:30";"2.286";"0.14197";"0.00157877862962225";"1.0764";""
"30/05/2017";"06:00";"1.7409";"5.1708";"0.0035454845707062";"2.4176";""
"30/05/2017";"06:30";"2.2769";"-2.7245";"0.00119157451316305";"0.81258";""
"30/05/2017";"07:00";"1.8223";"-1.5283";"0.00854207914008467";"5.8271";""
"30/05/2017";"07:30";"0.62088";"3.6324";"0.0297978948152096";"3.3198";""
"30/05/2017";"08:00";"1.2284";"127.81";"0.029692365067951";"5.2753";""
"30/05/2017";"08:30";"1.242";"149.32";"0.0344869999755729";"72.805";""
"30/05/2017";"09:00";"-1.3863";"180.4";"0.0737399303932828";"111.11";""
"30/05/2017";"09:30";"-3.7822";"244.52";"0.213413968455642";"142.83";""
"30/05/2017";"10:00";"-1.6187";"248.29";"0.157508588275798";"156.63";""
"30/05/2017";"10:30";"-5.6037";"248.29";"0.23579758884875";"156.63";""
"30/05/2017";"11:00";"-3.0742";"209.15";"0.0747042340555658";"130.86";""
"30/05/2017";"11:30";"-1.9042";"214.61";"0.102983310668378";"114.59";""
"30/05/2017";"12:00";"-3.17";"173.77";"0.0999254960681077";"80.144";""
"30/05/2017";"12:30";"-1.9795";"124.58";"0.189250571618536";"45.445";""
"30/05/2017";"13:00";"-3.7545";"121.01";"0.170367833892116";"74.072";""
"30/05/2017";"13:30";"0.91078";"103.4";"0.123274249186641";"78.177";""
"30/05/2017";"14:00";"-3.6729";"98.153";"0.144604368608592";"96.85";""
"30/05/2017";"14:30";"-6.6871";"89.42";"0.361566258368487";"87.25";""
"30/05/2017";"15:00";"-5.1607";"120.98";"0.223610573408364";"151.85";""
"30/05/2017";"15:30";"-2.4966";"68.742";"0.134078676496984";"77.981";""
"30/05/2017";"16:00";"-3.9372";"63.189";"0.17204091660375";"101.27";""
"30/05/2017";"16:30";"-1.8146";"5.4549";"0.11782088091685";"32.426";""
"30/05/2017";"17:00";"3";"-0.53631";"0.0745978213951236";"50.684";""
"30/05/2017";"17:30";"0.59269";"1.8143";"0.0643832679648872";"17.542";""
"30/05/2017";"18:00";"1.8012";"1.8143";"0.0455862652810737";"14.713";""
"30/05/2017";"18:30";"2.2038";"-3.8571";"0.0185775888303964";"3.3367";""
"30/05/2017";"19:00";"2.3004";"-7.8419";"0.0220537101534333";"2.3819";""
"30/05/2017";"19:30";"2.5893";"-7.8419";"0.00247194179372187";"2.2418";""
"30/05/2017";"20:00";"3.3829";"-5.4734";"-0.00481733179714019";"0.10515";""
"30/05/2017";"20:30";"5.0326";"-5.4734";"0.000305058764056731";"0.047254";""
"30/05/2017";"21:00";"5.011";"-1.9696";"-0.000122833678685493";"-1.421";""
"30/05/2017";"21:30";"5.3117";"-1.8788";"-0.00157696988580998";"-1.0878";""
"30/05/2017";"22:00";"4.8137";"-2.0465";"-0.00177091788569747";"-1.6409";""
"30/05/2017";"22:30";"4.7358";"-2.0465";"-0.00208135710482768";"2.0438";""
"30/05/2017";"23:00";"3.9814";"-1.6279";"0.000632913133502038";"2.7041";""
"30/05/2017";"23:30";"4.1324";"-0.68044";"-0.000591856288853712";"3.2711";""
"31/05/2017";"00:00";"3.7431";"-4.792";"-0.00189365776611427";"3.4267";""
"31/05/2017";"00:30";"3.772";"-6.9912";"-0.00218071719007104";"3.4147";""
"31/05/2017";"01:00";"3.7236";"-6.9912";"-0.00371961955794261";"0.45772";""
"31/05/2017";"01:30";"4.9087";"-15.753";"-0.000604715288466133";"-0.50475";""
"31/05/2017";"02:00";"4.9309";"-11.525";"0.00114649105635881";"-0.365";""
"31/05/2017";"02:30";"5.0577";"-8.631";"-0.00244477358472947";"0.15637";""
"31/05/2017";"03:00";"4.9316";"-3.4251";"0.00124837320432964";"-0.41787";""
"31/05/2017";"03:30";"4.7228";"-2.4837";"-0.00564710953903381";"-2.2774";""
"31/05/2017";"04:00";"4.4927";"-2.5724";"-0.00535854215322102";"-1.1782";""
"31/05/2017";"04:30";"3.7571";"-2.5724";"-0.00110795940514506";"-0.61457";""
"31/05/2017";"05:00";"3.2531";"0.0086945";"-0.00410631143521044";"-0.0081407";""
"31/05/2017";"05:30";"3.0578";"0.14197";"0.00233651026265222";"1.4409";""
"31/05/2017";"06:00";"2.5257";"0.14197";"0.0405212474765837";"2.2308";""
"31/05/2017";"06:30";"1.7494";"-2.7245";"0.0426981148583103";"2.5334";""
"31/05/2017";"07:00";"1.6153";"-1.5283";"0.089598731926457";"3.0191";""
"31/05/2017";"07:30";"1.4905";"3.6324";"0.117715911799594";"3.3198";""
"31/05/2017";"08:00";"-0.72691";"119.26";"0.143364895333096";"5.2753";""
"31/05/2017";"08:30";"-2.128";"143.35";"0.197538210736802";"72.805";""
"31/05/2017";"09:00";"-2.688";"180.66";"0.177790133957975";"111.11";""
"31/05/2017";"09:30";"-3.2711";"199.93";"0.133769756614619";"127.6";""
"31/05/2017";"10:00";"-4.3994";"276.05";"0.215027460005686";"197.14";""
"31/05/2017";"10:30";"-3.2272";"276.05";"0.338540024001935";"197.14";""
"31/05/2017";"11:00";"-3.0742";"214.61";"0.267009174168462";"149.28";""
"31/05/2017";"11:30";"-3.5593";"214.61";"0.401238838493298";"114.59";""
"31/05/2017";"12:00";"-2.9429";"173.77";"0.232235111877647";"80.144";""
"31/05/2017";"12:30";"-1.9795";"124.58";"0.265821879824847";"45.445";""
"31/05/2017";"13:00";"-3.0065";"121.01";"0.363182458612945";"74.072";""
"31/05/2017";"13:30";"-3.8858";"103.4";"0.229266225763292";"78.177";""
"31/05/2017";"14:00";"-4.1408";"164.3";"-9999";"147.24";""
"31/05/2017";"14:30";"-3.8892";"164.3";"-9999";"147.24";""
"31/05/2017";"15:00";"-4.8588";"164.3";"0.280025820420264";"147.24";""
"31/05/2017";"15:30";"-4.0192";"34.879";"0.237914843678738";"68.437";""
"31/05/2017";"16:00";"-2.0818";"28.215";"0.260460013677542";"101.27";""
"31/05/2017";"16:30";"-0.76173";"5.4549";"0.231821841991315";"32.426";""
"31/05/2017";"17:00";"-0.32803";"-0.53631";"0.198993843568057";"17.948";""
"31/05/2017";"17:30";"0.87504";"-2.7183";"0.110392672032635";"33.3";""
"31/05/2017";"18:00";"2.2199";"-2.7183";"0.0724915437067214";"33.3";""
"31/05/2017";"18:30";"1.5172";"-5.8386";"0.0655417969892305";"11.574";""
"31/05/2017";"19:00";"1.8627";"-9.1557";"0.0158182052139746";"11.574";""
"31/05/2017";"19:30";"2.5655";"-9.1557";"-0.000659963576785861";"11.574";""
"31/05/2017";"20:00";"3.3829";"-5.4734";"0.000354336094620893";"0.10515";""
"31/05/2017";"20:30";"5.0326";"-5.4734";"0.000730471239717213";"0.047254";""
"31/05/2017";"21:00";"5.011";"-1.9696";"0.00159045036786753";"-1.421";""
"31/05/2017";"21:30";"5.3117";"-1.8788";"0.00138940914506686";"-1.0878";""
"31/05/2017";"22:00";"4.8137";"-2.0465";"0.000593504316207214";"-1.6409";""
"31/05/2017";"22:30";"4.7358";"-2.0465";"-0.0030711051665045";"2.0438";""
"31/05/2017";"23:00";"3.9814";"-1.6279";"0.000107229740678574";"2.7041";""
"31/05/2017";"23:30";"4.1324";"-0.68044";"0.000998888928891692";"3.2711";""
"01/06/2017";"00:00";"3.7431";"-4.792";"0.000296141261078547";"3.4267";""
"01/06/2017";"00:30";"3.772";"-6.9912";"0.00025961692416901";"3.4147";""
"01/06/2017";"01:00";"3.7236";"-6.9912";"-0.000458364055791079";"0.45772";""
"01/06/2017";"01:30";"4.9087";"-15.753";"0.00145710895254584";"-0.50475";""
"01/06/2017";"02:00";"4.9309";"-11.525";"-0.000122115611449855";"-0.365";""
"01/06/2017";"02:30";"5.0577";"-8.631";"0.000157380562971495";"0.15637";""
"01/06/2017";"03:00";"4.9316";"-3.4251";"0.0000896374413913717";"-0.41787";""
"01/06/2017";"03:30";"4.7228";"-2.4837";"0.000497874405604842";"-2.2774";""
"01/06/2017";"04:00";"4.4927";"-2.5724";"0.000429209382750221";"-1.1782";""
"01/06/2017";"04:30";"3.7571";"-2.5724";"0.0000793871594016469";"-0.61457";""
"01/06/2017";"05:00";"3.2531";"0.0086945";"0.000559221563093725";"-0.0081407";""
"01/06/2017";"05:30";"3.0578";"0.61444";"0.000460966314463246";"1.3554";""
"01/06/2017";"06:00";"2.5924";"0.61444";"-0.0104233571567377";"2.0136";""
"01/06/2017";"06:30";"1.024";"3.3651";"-0.00878281415163864";"2.6308";""
"01/06/2017";"07:00";"-0.31482";"3.3651";"0.103610497290406";"2.9417";""
"01/06/2017";"07:30";"-0.60599";"3.6324";"0.117477754106467";"3.0727";""
"01/06/2017";"08:00";"-4.5739";"95.427";"0.169273480100479";"5.2753";""
"01/06/2017";"08:30";"3.3693";"119.59";"0.253494013448256";"66.846";""
"01/06/2017";"09:00";"-6.5929";"166.21";"0.247796040169872";"111.75";""
"01/06/2017";"09:30";"-0.10688";"192.23";"0.184748580492149";"131.41";""
"01/06/2017";"10:00";"-1.0816";"267.32";"0.227678705188667";"190.8";""
"01/06/2017";"10:30";"-0.61506";"267.32";"0.28005239567741";"190.8";""
"01/06/2017";"11:00";"-4.9234";"223.42";"0.297702231118752";"156.49";""
"01/06/2017";"11:30";"-4.0845";"223.42";"0.394879384786237";"32.047";""
"01/06/2017";"12:00";"-3.9538";"199.13";"0.352608361482566";"32.047";""
"01/06/2017";"12:30";"-3.6824";"132.35";"0.258074863000433";"32.047";""
"01/06/2017";"13:00";"-3.7382";"106.77";"0.378597293877301";"56.358";""
"01/06/2017";"13:30";"-3.7855";"83.283";"0.310587425770046";"57.296";""
"01/06/2017";"14:00";"-6.0125";"75.162";"0.340210065807941";"104.4";""
"01/06/2017";"14:30";"-3.3603";"65.895";"0.157835626330766";"82.334";""
"01/06/2017";"15:00";"-2.5908";"65.895";"0.228951561735011";"82.334";""
"01/06/2017";"15:30";"-1.9329";"41.696";"0.17229164845324";"83.998";""
"01/06/2017";"16:00";"-1.8066";"48.506";"0.204440754239543";"72.894";""
"01/06/2017";"16:30";"-0.88203";"5.4549";"0.148625825954822";"33.413";""
"01/06/2017";"17:00";"-0.8706";"-0.53631";"0.184462799420989";"26.321";""
"01/06/2017";"17:30";"1.4397";"-7.0484";"0.107507890509726";"22.853";""
"01/06/2017";"18:00";"0.1489";"-7.0484";"0.101779477325695";"22.853";""
"01/06/2017";"18:30";"0.65904";"-6.3369";"-0.0269519027775896";"4.981";""
"01/06/2017";"19:00";"0.98721";"-5.267";"-0.00115515161703884";"2.9303";""
"01/06/2017";"19:30";"4.7556";"-4.6193";"-0.00109110136654656";"3.2321";""
"01/06/2017";"20:00";"5.5163";"-2.2313";"0.00089073081954656";"-1.5754";""
"01/06/2017";"20:30";"5.5163";"-2.2313";"0.000641631305851765";"-1.5754";""
"01/06/2017";"21:00";"5.4031";"-3.3707";"-0.00376163434766837";"-2.7767";""
"01/06/2017";"21:30";"5.8379";"-3.2497";"-0.00324080891507824";"-1.9817";""
"01/06/2017";"22:00";"4.466";"-3.4733";"-0.000142084652831045";"-2.7839";""
"01/06/2017";"22:30";"3.9305";"-3.4733";"0.000228396580213962";"-2.6073";""
"01/06/2017";"23:00";"3.0555";"-2.5934";"0.000947236847347429";"-0.98524";""
"01/06/2017";"23:30";"3.0555";"-0.68044";"0.00108844734272982";"1.2654";""
"02/06/2017";"00:00";"1.6002";"-0.1736";"0.000141937408398507";"1.9189";""
"02/06/2017";"00:30";"4.6784";"-20.179";"-0.000184265450974435";"5.5069";""
"02/06/2017";"01:00";"4.5756";"-20.179";"0.000428585063305148";"2.8683";""
"02/06/2017";"01:30";"5.5068";"-26.92";"0.00104040368414902";"2.5805";""
"02/06/2017";"02:00";"5.2554";"-26.92";"0.000729315284941237";"3.032";""
"02/06/2017";"02:30";"4.918";"-10.282";"0.0000651990858830111";"0.98033";""
"02/06/2017";"03:00";"4.7777";"-2.1684";"0.000131809349624342";"-0.35547";""
"02/06/2017";"03:30";"4.5767";"-3.1594";"-0.00145921459981892";"-0.26686";""
"02/06/2017";"04:00";"3.5235";"-3.5913";"-0.000125460000401361";"-1.051";""
"02/06/2017";"04:30";"3.1614";"-4.2445";"0.000888483013340852";"-0.77701";""
"02/06/2017";"05:00";"2.6838";"-3.6252";"-0.000035599570579541";"-0.85845";""
"02/06/2017";"05:30";"2.1081";"-2.465";"-0.00503304492744767";"0.029335";""
"02/06/2017";"06:00";"1.3363";"-2.0725";"-0.0252249599277493";"0.84986";""
"02/06/2017";"06:30";"-0.78939";"-0.95851";"0.0121040030673387";"2.8256";""
"02/06/2017";"07:00";"-2.8882";"0.18959";"0.0487213531289518";"2.8256";""
"02/06/2017";"07:30";"-2.7025";"18.842";"0.154616552657505";"2.8256";""
"02/06/2017";"08:00";"-2.9931";"28.982";"0.201940118265216";"18.81";""
"02/06/2017";"08:30";"8.3503";"44.081";"0.201365492443604";"28.921";""
"02/06/2017";"09:00";"-2.5549";"166.21";"0.215207428266873";"111.75";""
"02/06/2017";"09:30";"19.256";"189.1";"0.303338431455452";"145.04";""
"02/06/2017";"10:00";"-5.9799";"267.32";"0.236607649258872";"190.8";""
"02/06/2017";"10:30";"-4.6624";"267.32";"0.248342462616895";"190.8";""
"02/06/2017";"11:00";"-5.9553";"223.42";"0.406557780049285";"156.49";""
"02/06/2017";"11:30";"-5.7334";"223.42";"0.268651369056122";"32.047";""
"02/06/2017";"12:00";"-2.2863";"199.13";"0.188307871952019";"32.047";""
"02/06/2017";"12:30";"-1.7855";"140.49";"0.116139901430669";"32.047";""
"02/06/2017";"13:00";"-4.0085";"106.77";"0.173759385822519";"56.358";""
"02/06/2017";"13:30";"-4.5984";"83.283";"0.342677153651707";"57.296";""
"02/06/2017";"14:00";"-3.5523";"207.62";"0.210874926172191";"142.62";""
"02/06/2017";"14:30";"-2.5229";"54.877";"0.254471734454175";"59.16";""
"02/06/2017";"15:00";"-3.0792";"54.877";"0.255846805807361";"59.16";""
"02/06/2017";"15:30";"-0.58838";"15.267";"0.145497398400895";"98.543";""
"02/06/2017";"16:00";"-0.75122";"12.268";"0.185365897070536";"71.827";""
"02/06/2017";"16:30";"-2.7227";"19.036";"0.170010508695661";"41.235";""
"02/06/2017";"17:00";"-1.8917";"11.78";"0.155866589454666";"31.415";""
"02/06/2017";"17:30";"-0.77798";"-7.0484";"0.113494318467902";"8.9374";""
"02/06/2017";"18:00";"-0.51977";"-7.0484";"0.0674709223217267";"8.9374";""
"02/06/2017";"18:30";"2.4942";"-11.783";"0.0234995276178964";"15.916";""
"02/06/2017";"19:00";"0.98721";"-5.267";"0.000574171252896256";"2.9303";""
"02/06/2017";"19:30";"4.7556";"-4.6193";"-0.00104286401157136";"3.2321";""
"02/06/2017";"20:00";"5.5163";"-2.2313";"-0.00136883287116858";"-1.5754";""
"02/06/2017";"20:30";"5.5163";"-2.2313";"0.000589096473900426";"-1.5754";""
"02/06/2017";"21:00";"5.4031";"-3.3707";"-0.0042250831201237";"-2.7767";""
"02/06/2017";"21:30";"5.8379";"-3.2497";"0.0020062451347047";"-1.9817";""
"02/06/2017";"22:00";"4.466";"-3.4733";"0.00485037781504827";"-2.7839";""
"02/06/2017";"22:30";"3.9305";"-3.4733";"-0.00184105398290809";"-2.6073";""
"02/06/2017";"23:00";"3.0555";"-2.5934";"0.00112309313974075";"-0.98524";""
"02/06/2017";"23:30";"3.0555";"-0.68044";"-0.00174725350673053";"1.2654";""
"03/06/2017";"00:00";"1.6002";"-0.1736";"0.0000155059112460432";"1.9189";""
"03/06/2017";"00:30";"4.6784";"-20.179";"0.00106321993847834";"5.5069";""
"03/06/2017";"01:00";"4.5756";"-20.179";"0.000522154688196515";"2.8683";""
"03/06/2017";"01:30";"5.5068";"-26.92";"0.00260462053687185";"2.5805";""
"03/06/2017";"02:00";"5.2554";"-26.92";"0.000205273222147095";"3.032";""
"03/06/2017";"02:30";"4.918";"-17.479";"-0.000126453850552201";"0.98033";""
"03/06/2017";"03:00";"4.7777";"-2.1684";"0.00119379405355756";"-0.35547";""
"03/06/2017";"03:30";"4.5767";"-3.1594";"6.32185962779039E-06";"-0.26686";""
"03/06/2017";"04:00";"3.5235";"-3.5913";"-0.0000476403495153968";"-1.051";""
"03/06/2017";"04:30";"3.1614";"-4.2445";"0.000774289371891415";"-0.77701";""
"03/06/2017";"05:00";"2.6838";"-3.6252";"-0.00343654379902437";"-0.85845";""
"03/06/2017";"05:30";"2.5735";"-2.465";"-0.00149628783507629";"0.42047";""
"03/06/2017";"06:00";"1.4747";"-2.0725";"-0.0208078500668258";"1.2383";""
"03/06/2017";"06:30";"-0.78939";"1.5594";"0.00135774338173553";"0.92767";""
"03/06/2017";"07:00";"2.9257";"0.18959";"0.00500559180236531";"2.8256";""
"03/06/2017";"07:30";"-4.5045";"18.842";"0.00692032459297356";"4.7235";""
"03/06/2017";"08:00";"-7.086";"73.93";"0.0132800701660744";"38.569";""
"03/06/2017";"08:30";"-2.1453";"98.979";"0.0263142441462272";"56.032";""
"03/06/2017";"09:00";"-0.99373";"145.34";"0.0223885999673607";"108.7";""
"03/06/2017";"09:30";"-2.3966";"195.66";"0.0397435611673833";"142.48";""
"03/06/2017";"10:00";"-10.802";"252.69";"0.129274915249765";"177.44";""
"03/06/2017";"10:30";"-6.0531";"267.32";"0.088055770607329";"190.8";""
"03/06/2017";"11:00";"-5.4894";"223.42";"0.0733928384018533";"156.49";""
"03/06/2017";"11:30";"-6.6529";"223.42";"0.119284984492542";"32.047";""
"03/06/2017";"12:00";"-4.0755";"91.726";"0.0786374233648485";"53.545";""
"03/06/2017";"12:30";"-2.7276";"175.28";"0.015482018725323";"10.548";""
"03/06/2017";"13:00";"-2.4043";"56.345";"0.031705263807249";"27.603";""
"03/06/2017";"13:30";"-1.3085";"21.114";"0.0309896853563855";"14.632";""
"03/06/2017";"14:00";"3.5922";"20.965";"0.0274571829411481";"18.716";""
"03/06/2017";"14:30";"2.2529";"21.264";"0.0385446653114776";"17.429";""
"03/06/2017";"15:00";"1.8148";"4.9802";"0.0136152983421883";"17.429";""
"03/06/2017";"15:30";"1.0352";"19.557";"0.0236688618666592";"16.142";""
"03/06/2017";"16:00";"-0.69236";"12.268";"0.0491822431418874";"76.496";""
"03/06/2017";"16:30";"0.76552";"14.881";"0.0213985933626624";"50.942";""
"03/06/2017";"17:00";"1.128";"3.9456";"0.00731001355200074";"44.377";""
"03/06/2017";"17:30";"1.606";"-7.0484";"0.00259970534662376";"8.9374";""
"03/06/2017";"18:00";"1.9713";"-2.3133";"0.00287281568507397";"1.9587";""
"03/06/2017";"18:30";"3.1443";"-3.6136";"0.0291620334506869";"-0.48656";""
"03/06/2017";"19:00";"4.1629";"-3.0948";"0.00176961022453032";"-1.3983";""
"03/06/2017";"19:30";"5.8558";"-4.9139";"-0.00429459875233648";"-2.9318";""
"03/06/2017";"20:00";"4.6618";"-2.0573";"-0.0047169227758552";"-3.2217";""
"03/06/2017";"20:30";"6.0106";"0.27722";"0.00463275876716372";"3.166";""
"03/06/2017";"21:00";"5.537";"-3.3707";"-0.00484745540383108";"-3.3138";""
"03/06/2017";"21:30";"5.8379";"-3.2497";"-0.00299383543798181";"-1.9817";""
"03/06/2017";"22:00";"4.466";"-8.3321";"-0.0113142323155147";"-7.7372";""
"03/06/2017";"22:30";"5.9662";"-1.6941";"-0.0000609528394827517";"-0.041684";""
"03/06/2017";"23:00";"1.8947";"-0.39367";"-0.0000629337173657948";"-0.043036";""
"03/06/2017";"23:30";"3.0555";"-0.68044";"0.000677326183394901";"1.2654";""
"04/06/2017";"00:00";"1.3056";"0.046467";"0.00567211257131192";"3.8809";""
"04/06/2017";"00:30";"3.346";"-20.179";"0.000351390800739313";"6.4848";""
"04/06/2017";"01:00";"3.2601";"-20.179";"0.000905075412828322";"1.7079";""
"04/06/2017";"01:30";"3.7168";"-26.92";"0.00346179750429948";"0.13437";""
"04/06/2017";"02:00";"3.7368";"-26.92";"-0.0000429153130079132";"0.61705";""
"04/06/2017";"02:30";"3.8546";"-8.631";"0.00155189042421913";"0.67756";""
"04/06/2017";"03:00";"3.7011";"-2.1684";"-0.0150632441507003";"1.0138";""
"04/06/2017";"03:30";"3.5802";"-3.1594";"0.00624509909434635";"1.4367";""
"04/06/2017";"04:00";"3.2763";"-3.5913";"-0.00691207761636058";"-1.3887";""
"04/06/2017";"04:30";"2.7825";"-4.2445";"0.00123604926958395";"-0.86638";""
"04/06/2017";"05:00";"2.1264";"-10.537";"-0.000448507685509246";"-1.4617";""
"04/06/2017";"05:30";"1.8237";"-3.4524";"0.019498735050794";"-0.86436";""
"04/06/2017";"06:00";"0.80047";"-3.4524";"-0.00196024150522786";"-1.2479";""
"04/06/2017";"06:30";"-0.78939";"-3.4524";"0.00943042025347491";"2.8256";""
"04/06/2017";"07:00";"-3.1971";"-1.7012";"0.028460649979521";"2.8256";""
"04/06/2017";"07:30";"-3.5529";"3.6324";"0.244117578735905";"2.8256";""
"04/06/2017";"08:00";"-6.4039";"73.93";"0.146264316558245";"38.569";""
"04/06/2017";"08:30";"-5.2705";"98.979";"0.213070590200271";"56.032";""
"04/06/2017";"09:00";"-7.5373";"145.34";"0.287395483628047";"108.7";""
"04/06/2017";"09:30";"-6.0925";"195.66";"0.257786612550158";"142.48";""
"04/06/2017";"10:00";"-9.7898";"216.81";"0.346464371338684";"144.51";""
"04/06/2017";"10:30";"-7.1634";"218.81";"0.234394892752895";"146.29";""
"04/06/2017";"11:00";"-8.4672";"194.01";"0.25284944925679";"131.8";""
"04/06/2017";"11:30";"-9.3642";"194.01";"0.328602741024599";"32.047";""
"04/06/2017";"12:00";"-9.6582";"167.67";"0.315031047970988";"32.047";""
"04/06/2017";"12:30";"-7.514";"177.34";"0.289017262191619";"32.047";""
"04/06/2017";"13:00";"-5.9784";"92.144";"0.17632176487495";"57.391";""
"04/06/2017";"13:30";"-5.0553";"68.657";"0.181997381911249";"58.674";""
"04/06/2017";"14:00";"-7.8187";"163.74";"0.215351858218735";"146.76";""
"04/06/2017";"14:30";"-7.3177";"46.102";"0.245374864584706";"60.538";""
"04/06/2017";"15:00";"-7.2833";"46.102";"0.23572817868552";"60.538";""
"04/06/2017";"15:30";"-7.8859";"15.267";"0.26146940842857";"40.632";""
